HP:0010618	45.62
HP:0009236	nan
HP:0010058	42.37
HP:0030101	nan
HP:0040120	nan
HP:0007734	62.13
HP:0009265	nan
HP:0012704	nan
HP:0003541	37.05
HP:0011464	nan
HP:0005682	nan
HP:0005210	nan
HP:0003919	nan
HP:0006203	13.34
HP:0032023	nan
HP:0010595	nan
HP:0032139	nan
HP:0031075	nan
HP:0007544	49.47
HP:0010953	nan
HP:0005608	1.86
HP:0031955	nan
HP:0004863	51.09
HP:0032163	nan
HP:0008119	60.16
HP:0010049	13.75
HP:0030797	nan
HP:0012054	nan
HP:0011912	12.74
HP:0009999	31.25
HP:0012302	57.19
HP:0025170	nan
HP:0002251	24.30
HP:0000126	12.92
HP:0030153	nan
HP:0009327	nan
HP:0010024	nan
HP:0025357	nan
HP:0031251	nan
HP:0000073	45.67
HP:0005339	18.50
HP:0500246	nan
HP:0001670	nan
HP:0100425	nan
HP:0032134	nan
HP:0007766	30.46
HP:0009180	nan
HP:0100379	nan
HP:0100672	28.79
HP:0002217	23.78
HP:0008897	9.86
HP:0007429	47.02
HP:0010531	nan
HP:0001159	10.02
HP:0031163	nan
HP:0003051	28.51
HP:0008788	37.51
HP:0002212	17.94
HP:0009438	nan
HP:0002731	28.86
HP:0009443	nan
HP:0003180	25.75
HP:0012694	nan
HP:0030706	nan
HP:0031043	nan
HP:0009451	nan
HP:0010204	nan
HP:0031209	nan
HP:0031661	nan
HP:0007479	26.59
HP:0000762	22.26
HP:0032173	nan
HP:0004787	43.97
HP:0010448	nan
HP:0100746	63.32
HP:0030764	nan
HP:0100461	nan
HP:0000242	45.61
HP:0005676	nan
HP:0031475	nan
HP:0001983	50.66
HP:0012666	nan
HP:0000698	40.75
HP:0001660	40.21
HP:0410134	nan
HP:0011556	nan
HP:0010712	nan
HP:0100449	nan
HP:0003496	18.55
HP:0008162	nan
HP:0045025	nan
HP:0007799	nan
HP:0009809	59.16
HP:0011438	nan
HP:0012904	nan
HP:0009964	nan
HP:0410350	nan
HP:0001196	30.15
HP:0008763	70.36
HP:0011274	21.49
HP:0010549	7.55
HP:0025599	nan
HP:0032029	nan
HP:0100786	nan
HP:0012499	nan
HP:0009554	38.60
HP:0100919	nan
HP:0002577	6.53
HP:0031865	35.41
HP:0006491	nan
HP:0100021	60.15
HP:0030331	nan
HP:0010638	nan
HP:0003384	40.63
HP:0005224	34.69
HP:0031584	nan
HP:0025116	nan
HP:3000044	nan
HP:0025023	nan
HP:0005830	31.92
HP:0011658	nan
HP:0100901	nan
HP:0010681	nan
HP:0012867	nan
HP:0200097	26.45
HP:0010369	nan
HP:0001954	29.44
HP:0012254	38.80
HP:0012317	nan
HP:0000064	21.38
HP:0001349	29.35
HP:0030922	nan
HP:0011257	nan
HP:0032108	nan
HP:0032131	nan
HP:0007029	nan
HP:0009549	nan
HP:0009301	nan
HP:0031814	nan
HP:0006929	nan
HP:0005528	18.52
HP:0010539	nan
HP:0003879	nan
HP:0003791	47.22
HP:0004481	24.80
HP:0006332	0.00
HP:0012673	nan
HP:0010679	29.67
HP:0011898	31.65
HP:0000668	13.79
HP:0000832	nan
HP:0045073	20.52
HP:0009054	25.05
HP:0031611	nan
HP:0009832	13.27
HP:0031019	nan
HP:0011963	nan
HP:0002790	21.01
HP:0025178	nan
HP:0010186	nan
HP:0030881	nan
HP:0030249	nan
HP:0031936	nan
HP:0040232	nan
HP:0011882	nan
HP:0010128	nan
HP:0040129	22.36
HP:0012021	nan
HP:0005338	44.19
HP:0009025	22.59
HP:0011133	26.35
HP:0009840	nan
HP:0100129	nan
HP:0040328	nan
HP:0000739	16.33
HP:0008450	40.79
HP:0005539	nan
HP:0030102	nan
HP:0006157	nan
HP:0012040	36.48
HP:0008075	21.45
HP:0007836	49.60
HP:0032205	nan
HP:0012842	nan
HP:0006006	64.77
HP:0008335	nan
HP:0002512	62.31
HP:0005790	53.83
HP:3000045	nan
HP:0009594	38.85
HP:0031341	nan
HP:0006279	37.07
HP:0025040	nan
HP:0020078	nan
HP:0030707	nan
HP:0007473	-0.00
HP:0000895	27.38
HP:0011141	nan
HP:0005236	nan
HP:0100502	59.15
HP:0200065	40.34
HP:0031142	nan
HP:0500164	nan
HP:0011238	nan
HP:0009195	nan
HP:0010678	nan
HP:0001714	15.19
HP:0011474	62.52
HP:0025548	nan
HP:0100306	nan
HP:0004936	25.90
HP:0025311	nan
HP:0010767	17.41
HP:0008213	56.89
HP:0012409	nan
HP:0005947	0.00
HP:0007776	43.16
HP:0010048	37.71
HP:0001845	42.80
HP:0100538	13.31
HP:0009117	nan
HP:0003070	37.60
HP:0009330	nan
HP:0008124	nan
HP:0012022	nan
HP:0003888	nan
HP:0031780	nan
HP:0100215	nan
HP:0007608	nan
HP:0000308	21.77
HP:0040048	nan
HP:0010015	nan
HP:3000072	33.88
HP:0012058	nan
HP:0004344	nan
HP:0002664	3.59
HP:0500236	nan
HP:0010352	nan
HP:0030913	nan
HP:0031084	nan
HP:0008577	28.63
HP:0010929	11.67
HP:0011434	nan
HP:0005013	nan
HP:0003250	53.74
HP:0012413	nan
HP:0009564	nan
HP:0009911	nan
HP:0001607	35.50
HP:0008369	35.00
HP:0010873	nan
HP:0030366	nan
HP:0007549	22.45
HP:0011154	nan
HP:0100879	nan
HP:0001943	8.40
HP:0004695	nan
HP:0020077	nan
HP:0006088	0.00
HP:0006511	33.63
HP:0006642	40.85
HP:0008596	35.81
HP:0009968	40.56
HP:0006727	35.92
HP:0006895	65.02
HP:0004990	nan
HP:0031549	nan
HP:0100830	39.07
HP:0000902	23.45
HP:0025579	29.28
HP:0000817	52.36
HP:0040198	nan
HP:0011330	29.07
HP:0006353	nan
HP:0010820	nan
HP:0002850	18.41
HP:0009969	nan
HP:0010374	nan
HP:0002305	24.27
HP:0030430	nan
HP:0012475	50.66
HP:0031840	nan
HP:0025146	nan
HP:0025371	nan
HP:0006262	23.71
HP:0003712	10.68
HP:0030977	nan
HP:0004305	4.39
HP:0011738	nan
HP:0009716	53.91
HP:0011160	nan
HP:0031603	nan
HP:0100437	nan
HP:0031241	nan
HP:0001791	43.18
HP:0012557	65.56
HP:0007132	48.75
HP:0009290	29.61
HP:0002083	nan
HP:0100779	76.32
HP:0002323	26.91
HP:0009046	19.97
HP:0009725	26.13
HP:0004622	nan
HP:0012020	45.20
HP:0006563	23.18
HP:0100400	nan
HP:0003274	41.82
HP:0011712	20.21
HP:0000518	4.74
HP:0004575	nan
HP:0025049	nan
HP:0011962	nan
HP:0031806	nan
HP:0009461	36.30
HP:0003467	33.52
HP:0007537	48.76
HP:0008935	nan
HP:0000918	35.33
HP:0032401	nan
HP:0031820	nan
HP:0031370	nan
HP:0031090	nan
HP:0010398	nan
HP:0100650	29.85
HP:0032211	nan
HP:0008236	nan
HP:0009129	38.39
HP:0009100	nan
HP:0006470	nan
HP:0001311	7.70
HP:0030953	nan
HP:3000052	nan
HP:0009582	nan
HP:0011861	nan
HP:0004960	nan
HP:0002708	53.92
HP:0025333	nan
HP:0040007	49.47
HP:0011526	29.51
HP:0000831	26.30
HP:0001343	nan
HP:0010956	nan
HP:0030836	nan
HP:0011620	25.01
HP:0030257	nan
HP:0008675	nan
HP:0030891	nan
HP:0010529	34.14
HP:0031280	nan
HP:0000819	9.84
HP:0100467	nan
HP:0000774	14.70
HP:0012606	18.98
HP:0040333	nan
HP:0009147	nan
HP:0012412	nan
HP:0500066	nan
HP:0008516	44.21
HP:0040227	nan
HP:0011755	27.92
HP:0025615	20.62
HP:0000919	36.04
HP:0000588	21.06
HP:0012802	nan
HP:0200159	nan
HP:0010810	nan
HP:0010694	nan
HP:0025549	nan
HP:0025110	nan
HP:0006014	34.48
HP:0410137	nan
HP:0011271	nan
HP:0100036	nan
HP:0002454	34.79
HP:0002487	62.22
HP:0008392	50.36
HP:0004987	39.95
HP:0010178	nan
HP:0100857	nan
HP:0410207	nan
HP:0031521	nan
HP:0007108	35.92
HP:0000551	18.13
HP:0011808	nan
HP:0031767	nan
HP:0025052	nan
HP:0005580	49.63
HP:0025388	nan
HP:0004591	29.61
HP:0007341	nan
HP:0008425	nan
HP:0030237	47.38
HP:0030166	nan
HP:0031734	nan
HP:0011929	37.65
HP:0031016	nan
HP:0010009	38.86
HP:0009973	nan
HP:0010246	nan
HP:0012308	44.81
HP:0009298	nan
HP:0025641	nan
HP:0100055	nan
HP:0002362	43.44
HP:0000503	60.32
HP:0012501	20.29
HP:0006426	nan
HP:0030110	nan
HP:0008655	59.22
HP:0002997	11.63
HP:0008808	68.65
HP:0031421	nan
HP:0011684	nan
HP:0012758	1.91
HP:0010233	nan
HP:0004626	50.17
HP:0005607	7.82
HP:0009488	nan
HP:0045011	nan
HP:0004581	nan
HP:0002938	27.91
HP:0100363	nan
HP:0031711	nan
HP:0005531	nan
HP:0004386	16.47
HP:0009278	nan
HP:0004573	52.68
HP:0010713	nan
HP:0040055	nan
HP:0010669	17.64
HP:0012464	nan
HP:0010036	57.77
HP:0100923	nan
HP:0006086	47.44
HP:0045050	nan
HP:0000244	43.89
HP:0410349	nan
HP:0004378	15.39
HP:0002682	nan
HP:0009456	37.65
HP:0005041	41.93
HP:0030440	nan
HP:0030623	nan
HP:0410299	nan
HP:0002215	19.63
HP:0100773	55.38
HP:0010343	28.10
HP:0031622	nan
HP:0003244	0.00
HP:0031517	nan
HP:0007813	nan
HP:0005584	20.06
HP:0030493	34.02
HP:0008651	nan
HP:0010657	nan
HP:0011511	nan
HP:0006480	24.97
HP:0000965	21.51
HP:0003286	27.82
HP:0005477	48.74
HP:0025369	nan
HP:0030119	nan
HP:0010664	nan
HP:0500152	nan
HP:0030456	nan
HP:0002548	34.04
HP:0009974	nan
HP:0030328	nan
HP:0005400	62.26
HP:0005486	nan
HP:0001371	4.63
HP:0002165	30.59
HP:0025421	nan
HP:0011643	nan
HP:0011831	nan
HP:0030601	nan
HP:0002561	52.31
HP:0011280	21.65
HP:0100622	nan
HP:0030800	nan
HP:0025043	nan
HP:0410187	nan
HP:0005028	nan
HP:0031782	nan
HP:0008103	39.26
HP:0012344	nan
HP:0001878	11.26
HP:0001032	40.72
HP:0003435	11.40
HP:0005856	nan
HP:0008720	nan
HP:0009903	nan
HP:0005220	nan
HP:0006400	nan
HP:0031143	nan
HP:0003855	nan
HP:0032248	nan
HP:0008019	nan
HP:0007377	61.58
HP:0010192	nan
HP:0011717	nan
HP:0012223	nan
HP:0012024	28.32
HP:0003969	25.39
HP:0000603	22.00
HP:0007334	42.09
HP:0002085	17.50
HP:0000575	20.33
HP:0100692	19.11
HP:0012497	nan
HP:0010159	nan
HP:0032313	nan
HP:0030905	nan
HP:0001387	12.04
HP:0002865	nan
HP:0008045	nan
HP:0031042	nan
HP:0031308	nan
HP:0009850	33.79
HP:0008390	62.87
HP:0410217	nan
HP:0031337	nan
HP:0006008	nan
HP:0031904	nan
HP:0009733	32.07
HP:0004180	29.61
HP:0008807	26.36
HP:0010942	nan
HP:0006095	20.85
HP:0100326	17.77
HP:0011096	19.45
HP:0011151	nan
HP:0006261	10.84
HP:0011591	nan
HP:0009571	nan
HP:0020113	nan
HP:0020063	nan
HP:0005560	39.30
HP:0004332	9.36
HP:0030640	nan
HP:0031383	50.66
HP:0005327	62.50
HP:0010066	40.84
HP:0011499	31.53
HP:0410314	nan
HP:0009349	37.65
HP:0006704	22.60
HP:0003756	56.99
HP:0030918	nan
HP:0009683	nan
HP:0031952	nan
HP:0030046	nan
HP:0005232	nan
HP:0008167	8.57
HP:0200021	27.34
HP:0008786	46.18
HP:0100553	nan
HP:0007375	23.98
HP:0410260	nan
HP:0003993	3.88
HP:0011239	nan
HP:0008714	nan
HP:0045012	nan
HP:0000078	2.41
HP:0100504	nan
HP:0002135	27.32
HP:0031200	nan
HP:0100709	12.92
HP:0011114	nan
HP:0007717	nan
HP:0007928	52.65
HP:0040310	nan
HP:0001388	13.68
HP:0003411	13.77
HP:0000479	4.90
HP:0500186	nan
HP:0005160	50.19
HP:0032469	nan
HP:0004910	nan
HP:0004608	57.87
HP:0410348	nan
HP:0012082	nan
HP:0010485	nan
HP:0100837	nan
HP:0004758	38.50
HP:0032347	nan
HP:0012235	nan
HP:0003538	16.18
HP:0030518	nan
HP:0009615	nan
HP:0031464	nan
HP:0004979	49.97
HP:0010653	34.98
HP:0009611	44.28
HP:0006516	nan
HP:0011930	nan
HP:0002897	22.88
HP:0032515	nan
HP:0100819	28.33
HP:0005622	12.73
HP:3000049	nan
HP:0032033	nan
HP:0000745	31.52
HP:0100457	nan
HP:0000460	34.08
HP:0031668	nan
HP:0006749	26.33
HP:0500249	nan
HP:0009658	30.41
HP:0030603	nan
HP:0002582	nan
HP:0001193	21.95
HP:0100795	74.66
HP:0005045	48.86
HP:0045053	nan
HP:0003097	34.10
HP:0004325	2.59
HP:0011633	nan
HP:0012813	nan
HP:0004383	44.44
HP:0030051	nan
HP:0010576	14.45
HP:0031882	nan
HP:0008544	31.41
HP:0004734	20.99
HP:0045043	nan
HP:0003871	nan
HP:0001864	48.92
HP:0012880	23.93
HP:0100434	nan
HP:0004909	14.86
HP:0031738	nan
HP:0000112	19.45
HP:0200064	40.71
HP:0031709	nan
HP:0100552	24.98
HP:0003207	54.01
HP:0025155	10.09
HP:0003068	nan
HP:0006152	60.80
HP:3000075	nan
HP:0003529	58.80
HP:0100015	33.89
HP:0032222	nan
HP:0010934	52.44
HP:0005899	nan
HP:0009541	24.75
HP:0000634	33.92
HP:0011028	7.74
HP:0008155	37.05
HP:0031169	nan
HP:0008079	nan
HP:0100065	nan
HP:0006533	nan
HP:0030078	nan
HP:0010723	41.77
HP:0005767	nan
HP:0100153	nan
HP:0025480	nan
HP:0031673	nan
HP:0001879	17.57
HP:0012721	nan
HP:0031833	nan
HP:0006048	40.85
HP:0031451	nan
HP:0006342	52.42
HP:0011310	nan
HP:0100761	34.50
HP:0020110	nan
HP:0012260	7.68
HP:0000271	2.29
HP:0030878	25.47
HP:0031870	nan
HP:0410377	nan
HP:0000215	43.19
HP:0006904	nan
HP:0031364	nan
HP:0032256	nan
HP:0030007	nan
HP:0008035	38.10
HP:0008067	13.95
HP:0002519	45.08
HP:0004031	nan
HP:0001454	23.07
HP:0031527	nan
HP:0100475	nan
HP:0009965	nan
HP:0007006	11.67
HP:0006821	0.00
HP:0004334	20.15
HP:0009428	nan
HP:0031278	nan
HP:0006167	nan
HP:0030457	nan
HP:0031516	nan
HP:0002627	44.85
HP:0003943	nan
HP:0005877	nan
HP:0000197	25.71
HP:0002211	33.43
HP:0010742	nan
HP:0002848	50.66
HP:0030480	nan
HP:0011925	nan
HP:0010465	nan
HP:0008802	44.00
HP:0011761	nan
HP:0011068	53.50
HP:0002230	20.59
HP:0008361	nan
HP:0031154	nan
HP:0100527	nan
HP:0031271	nan
HP:0200141	nan
HP:0040236	nan
HP:0030514	nan
HP:0005115	10.58
HP:0012115	20.90
HP:0002350	16.83
HP:0006398	nan
HP:0032429	nan
HP:0002231	26.57
HP:0002971	50.66
HP:0025039	nan
HP:0011299	nan
HP:0031960	nan
HP:0100381	nan
HP:0030205	nan
HP:0000143	31.44
HP:0003700	27.46
HP:0031330	nan
HP:0002451	35.07
HP:0012804	nan
HP:0012143	42.53
HP:0003355	11.83
HP:0003799	nan
HP:0002693	14.16
HP:0008488	3.75
HP:0010338	nan
HP:0040170	23.81
HP:0100090	nan
HP:0002669	47.58
HP:0005465	51.83
HP:0003493	18.83
HP:0008785	nan
HP:0010791	nan
HP:0012763	nan
HP:0011642	nan
HP:0030068	nan
HP:0004409	15.54
HP:0001443	nan
HP:0040119	nan
HP:0100952	nan
HP:0030434	nan
HP:0009317	40.28
HP:0000475	26.40
HP:0025046	nan
HP:0100874	43.05
HP:0012019	36.58
HP:0031374	nan
HP:0008005	55.72
HP:0004016	nan
HP:0012163	nan
HP:0001611	23.99
HP:0009781	15.96
HP:0032013	nan
HP:0009285	nan
HP:0002205	6.07
HP:0008056	8.45
HP:0020050	nan
HP:0005352	12.69
HP:0030081	nan
HP:0002057	36.29
HP:0030767	nan
HP:0000917	22.87
HP:0025011	nan
HP:0008368	28.76
HP:0100596	30.18
HP:0011456	nan
HP:0000338	28.25
HP:0009672	nan
HP:0009390	nan
HP:0011655	nan
HP:0002749	43.79
HP:0012269	28.59
HP:0025262	nan
HP:0002862	26.35
HP:0012715	28.55
HP:0025253	nan
HP:0500036	nan
HP:0002634	24.66
HP:3000023	nan
HP:0030587	nan
HP:0008464	nan
HP:0005305	28.81
HP:0030993	nan
HP:0031884	47.09
HP:0000826	16.85
HP:0000097	30.10
HP:0100700	32.87
HP:0020082	nan
HP:0005451	29.61
HP:0012259	6.64
HP:0006716	15.95
HP:0030628	nan
HP:0031823	nan
HP:0025066	nan
HP:0012365	nan
HP:0003985	nan
HP:0007840	nan
HP:0003449	15.31
HP:0006129	70.40
HP:0040157	15.15
HP:0007385	33.42
HP:0410358	nan
HP:0003393	20.71
HP:0002097	27.87
HP:0002870	34.05
HP:0007950	54.73
HP:0002286	35.93
HP:0007166	29.30
HP:0003213	16.96
HP:0030887	nan
HP:0011225	nan
HP:0030148	nan
HP:0012290	nan
HP:0030526	nan
HP:0025403	nan
HP:0012731	nan
HP:0031703	2.62
HP:0007657	nan
HP:0025620	nan
HP:0000629	31.60
HP:0009624	nan
HP:0012525	nan
HP:0004253	nan
HP:0002322	20.86
HP:0000894	30.79
HP:0032308	nan
HP:0008363	nan
HP:0001048	21.77
HP:0025386	nan
HP:0001566	13.40
HP:0001654	11.05
HP:0025260	nan
HP:0025578	nan
HP:0500195	nan
HP:0031431	nan
HP:0000163	2.36
HP:0010674	4.70
HP:0200105	15.32
HP:0012508	nan
HP:0000581	15.46
HP:0032430	nan
HP:0011700	nan
HP:0001325	27.12
HP:0030474	nan
HP:0005060	nan
HP:0031815	14.29
HP:0005929	nan
HP:0030389	nan
HP:0011395	29.89
HP:0004379	18.33
HP:0000358	6.08
HP:0003946	nan
HP:0005063	28.70
HP:0005248	nan
HP:0040133	25.49
HP:3000005	nan
HP:0012764	nan
HP:0031117	nan
HP:0032267	nan
HP:0009478	nan
HP:0100505	nan
HP:0012665	nan
HP:0012621	nan
HP:0011004	6.39
HP:0001579	45.92
HP:0031590	nan
HP:0004423	6.28
HP:0031055	nan
HP:0003741	18.35
HP:0000544	23.32
HP:0030722	nan
HP:0010175	nan
HP:0100012	22.75
HP:0011489	nan
HP:0011314	5.61
HP:0010633	nan
HP:0002607	38.14
HP:0010325	nan
HP:0007272	37.68
HP:0008227	nan
HP:0005655	71.54
HP:0006682	41.06
HP:0009926	28.17
HP:0008163	22.28
HP:0006783	34.12
HP:0007899	nan
HP:0410015	nan
HP:0012410	nan
HP:0031189	nan
HP:0003240	nan
HP:0500223	nan
HP:0003907	70.41
HP:0011490	24.61
HP:0012161	nan
HP:0000926	26.57
HP:0045055	nan
HP:0030012	nan
HP:0012323	nan
HP:0000191	nan
HP:0012390	nan
HP:0012251	23.56
HP:0031733	nan
HP:0012343	53.95
HP:0010211	nan
HP:0100031	26.85
HP:0005739	nan
HP:0025173	nan
HP:0030819	nan
HP:0012015	nan
HP:3000009	nan
HP:0012198	nan
HP:0010692	nan
HP:0002242	3.74
HP:0030899	nan
HP:0010205	nan
HP:0200015	nan
HP:0010607	nan
HP:0002636	53.04
HP:0009056	nan
HP:0005671	24.76
HP:0012569	37.32
HP:0032143	nan
HP:0009004	43.06
HP:0012468	46.57
HP:0009695	nan
HP:0030920	nan
HP:0002360	10.40
HP:0030896	nan
HP:0009387	nan
HP:0002015	8.29
HP:0009453	nan
HP:0012887	nan
HP:0004920	50.00
HP:0410392	nan
HP:0030528	nan
HP:0020085	nan
HP:0008186	23.90
HP:0009821	21.34
HP:0010051	18.46
HP:0012027	nan
HP:0001401	nan
HP:0030104	nan
HP:0005575	22.54
HP:0007859	nan
HP:0025511	nan
HP:0004246	nan
HP:0009783	15.96
HP:0011089	49.45
HP:0100372	nan
HP:0003002	21.28
HP:0008428	28.07
HP:0100197	nan
HP:0000488	24.66
HP:0012428	nan
HP:0006224	56.85
HP:0009789	33.32
HP:0000735	33.13
HP:0001152	36.41
HP:0100139	nan
HP:0031197	nan
HP:0030024	nan
HP:0011687	nan
HP:0009811	9.25
HP:0100631	39.66
HP:0001780	6.56
HP:0004931	43.70
HP:0008188	30.71
HP:0000528	30.87
HP:0010777	nan
HP:0003532	19.05
HP:0100662	nan
HP:0100275	nan
HP:0003606	48.73
HP:0000179	12.71
HP:0410065	nan
HP:0030861	nan
HP:0031771	nan
HP:0006326	nan
HP:0031130	nan
HP:0001775	nan
HP:0009596	nan
HP:0032090	nan
HP:0007277	0.00
HP:0001816	35.81
HP:0010751	43.37
HP:0100943	nan
HP:0045057	nan
HP:0030199	nan
HP:0100412	nan
HP:0003944	nan
HP:0009780	15.96
HP:0004377	6.73
HP:0006337	nan
HP:0003311	37.72
HP:0002208	27.11
HP:0001132	32.69
HP:0009792	28.60
HP:0007589	35.45
HP:0009884	54.98
HP:0004022	nan
HP:0040243	nan
HP:0012089	48.69
HP:0025268	nan
HP:0011507	46.68
HP:0010781	19.29
HP:0500098	nan
HP:0002244	10.77
HP:0012690	nan
HP:0005185	nan
HP:0009802	42.90
HP:0031995	nan
HP:0031911	nan
HP:0007193	25.19
HP:0100928	nan
HP:0009469	nan
HP:0001337	9.57
HP:0040089	nan
HP:0025528	nan
HP:0030373	nan
HP:0004324	7.04
HP:0010622	20.66
HP:0031690	51.08
HP:0100025	nan
HP:0009816	50.52
HP:0100755	15.00
HP:0031933	nan
HP:0040209	nan
HP:0009623	28.56
HP:0030914	35.50
HP:0011858	62.50
HP:0002655	36.13
HP:0031513	nan
HP:0012589	nan
HP:0003861	nan
HP:0010503	40.35
HP:0006979	45.54
HP:0007814	27.93
HP:0002742	32.05
HP:0002153	35.72
HP:0004389	23.42
HP:0009230	nan
HP:0006446	nan
HP:0007007	56.20
HP:0003891	32.36
HP:0008087	56.23
HP:0000696	40.81
HP:0007250	nan
HP:0100409	nan
HP:0010225	nan
HP:0032114	nan
HP:0007370	7.63
HP:0030902	nan
HP:0009748	27.36
HP:0000925	3.68
HP:0030041	nan
HP:0009634	nan
HP:0008477	50.89
HP:0010479	nan
HP:0010478	nan
HP:0025373	11.65
HP:0001163	10.62
HP:0000574	21.52
HP:0100258	34.78
HP:0030613	nan
HP:0030855	nan
HP:0001809	36.29
HP:0008705	nan
HP:0012658	nan
HP:0003903	nan
HP:0010023	nan
HP:0009173	nan
HP:0031085	nan
HP:0002780	31.55
HP:0002832	40.49
HP:0000733	33.48
HP:0001913	45.12
HP:0410174	nan
HP:0025319	nan
HP:0002839	33.05
HP:0032294	nan
HP:0032530	nan
HP:0011787	16.74
HP:0010974	11.21
HP:0005332	46.60
HP:0002074	21.64
HP:0100202	nan
HP:0100222	nan
HP:0030626	nan
HP:0008263	nan
HP:0030312	nan
HP:0006461	54.76
HP:0031721	nan
HP:0030178	9.64
HP:0011440	34.11
HP:0410034	nan
HP:0007178	37.75
HP:0001119	17.77
HP:0008593	31.37
HP:0500187	nan
HP:0410169	nan
HP:0006725	27.90
HP:0002197	14.07
HP:0100687	nan
HP:0025408	6.38
HP:0200050	nan
HP:0006628	25.52
HP:0040095	27.30
HP:0011968	5.18
HP:0012535	8.33
HP:0410343	nan
HP:0100533	6.67
HP:0005579	25.62
HP:0010085	45.63
HP:0012770	nan
HP:0012717	nan
HP:0030388	nan
HP:0010071	nan
HP:0003920	nan
HP:0001106	39.04
HP:0100123	nan
HP:0008828	nan
HP:0031281	nan
HP:0011813	23.41
HP:0011568	nan
HP:0011949	nan
HP:0001988	49.81
HP:0003003	27.89
HP:0012052	nan
HP:0010043	nan
HP:0009579	nan
HP:0000121	16.99
HP:0009358	37.65
HP:0002825	44.93
HP:0011557	nan
HP:0002357	15.68
HP:0006146	41.53
HP:0009981	nan
HP:0004250	nan
HP:0003524	24.76
HP:0010104	40.56
HP:0007001	50.95
HP:0031585	nan
HP:0012240	14.33
HP:0009110	59.08
HP:0031196	nan
